Kombinace rysů,délka úseku,Accuracy,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
"(1, 0, 0, 0, 1)",8,0.5428571428571428,0.6842105263157895,0.0,1.0,0.5614035087719298,0.5652173913043478,0.0,1.0,0.8666666666666668,0.0,1.0
"(1, 0, 0, 1, 0)",8,0.5580952380952381,0.6975184743722778,0.00425531914893617,1.0,0.567257931173738,0.5728028804333863,0.014285714285714285,1.0,0.8916666666666666,0.0025,1.0
"(1, 0, 0, 1, 1)",8,0.5504761904761905,0.6910904712762298,0.0,1.0,0.5636968237587433,0.5689574567554933,0.0,1.0,0.8800000000000001,0.0,1.0
"(1, 0, 1, 0, 0)",8,0.8923809523809524,0.8968862807192977,0.8749875641984748,1.0,0.9239579483059241,0.9899155043460685,0.7856367679169345,1.0,0.82,0.9875,1.0
"(1, 0, 1, 0, 1)",8,0.5428571428571428,0.6842105263157895,0.0,1.0,0.5614035087719298,0.5652173913043478,0.0,1.0,0.8666666666666668,0.0,1.0
"(1, 0, 1, 1, 0)",8,0.6266666666666666,0.7394673751447078,0.19161676646706588,0.9212121212121211,0.617432087607965,0.6577491169925261,0.1839080459770115,0.8869565217391304,0.8800000000000001,0.2,1.0
"(1, 0, 1, 1, 1)",8,0.5523809523809524,0.6928104575163399,0.0,1.0,0.5642701525054467,0.5698924731182796,0.0,1.0,0.8833333333333332,0.0,1.0
"(1, 1, 0, 0, 0)",8,0.582857142857143,0.7188751033912324,0.008888888888888889,1.0,0.5759213307600405,0.584561403508772,0.04,1.0,0.9333333333333333,0.005,1.0
"(1, 1, 0, 0, 1)",8,0.5333333333333333,0.6754966887417219,0.0,1.0,0.5584988962472406,0.5604395604395604,0.0,1.0,0.85,0.0,1.0
"(1, 1, 0, 1, 0)",8,0.5514285714285714,0.6919532840458589,0.0,1.0,0.5639844280152863,0.5694274920081372,0.0,1.0,0.8816666666666666,0.0,1.0
"(1, 1, 0, 1, 1)",8,0.5447619047619048,0.6858849500064925,0.0,1.0,0.5619616500021641,0.566111308046792,0.0,1.0,0.8699999999999999,0.0,1.0
"(1, 1, 1, 0, 0)",8,0.5599999999999999,0.697223885091621,0.02531168470532798,1.0,0.5741785232656497,0.574493257287297,0.08143503555268261,1.0,0.8866666666666667,0.015000000000000003,1.0
"(1, 1, 1, 0, 1)",8,0.5352380952380952,0.6763943587599833,0.00808080808080808,1.0,0.5614917222802638,0.5616781009046203,0.021052631578947368,1.0,0.85,0.005,1.0
"(1, 1, 1, 1, 0)",8,0.5552380952380952,0.6937691665679789,0.016798245614035087,1.0,0.5701891373940046,0.5718927131900484,0.052500000000000005,1.0,0.8816666666666666,0.01,1.0
"(1, 1, 1, 1, 1)",8,0.5523809523809524,0.6928104575163399,0.0,1.0,0.5642701525054467,0.5698924731182796,0.0,1.0,0.8833333333333332,0.0,1.0
"(0, 0, 0, 0, 1)",9,0.5428571428571428,0.6842105263157895,0.0,1.0,0.5614035087719298,0.5652173913043478,0.0,1.0,0.8666666666666668,0.0,1.0
"(0, 0, 0, 1, 0)",9,0.6219047619047618,0.7337778072213571,0.1702127659574468,1.0,0.6346635243929346,0.6591193537376266,0.14814814814814814,1.0,0.8716666666666667,0.2,1.0
"(0, 0, 0, 1, 1)",9,0.5428571428571428,0.6842105263157895,0.0,1.0,0.5614035087719298,0.5652173913043478,0.0,1.0,0.8666666666666668,0.0,1.0
"(0, 0, 1, 0, 0)",9,0.8904761904761905,0.894453858969988,0.8736475165131254,1.0,0.9227004584943712,0.9938725490196078,0.780410449467315,1.0,0.8133333333333332,0.9925,1.0
"(0, 0, 1, 0, 1)",9,0.5428571428571428,0.6842105263157895,0.0,1.0,0.5614035087719298,0.5652173913043478,0.0,1.0,0.8666666666666668,0.0,1.0
"(0, 0, 1, 1, 0)",9,0.5619047619047619,0.7012987012987013,0.0,1.0,0.5670995670995671,0.574468085106383,0.0,1.0,0.9,0.0,1.0
"(0, 0, 1, 1, 1)",9,0.5428571428571428,0.6842105263157895,0.0,1.0,0.5614035087719298,0.5652173913043478,0.0,1.0,0.8666666666666668,0.0,1.0
"(0, 1, 0, 0, 0)",9,0.582857142857143,0.7177803132455141,0.022322097378277155,1.0,0.580034136874597,0.5850812896114632,0.10444444444444442,1.0,0.9283333333333333,0.0125,1.0
"(0, 1, 0, 0, 1)",9,0.5238095238095238,0.5142857142857142,0.24615384615384617,1.0,0.5868131868131867,0.7333333333333334,0.17777777777777776,1.0,0.5666666666666667,0.4,1.0
"(0, 1, 0, 1, 0)",9,0.539047619047619,0.6803067270826072,0.004081632653061224,1.0,0.5614627865785561,0.5634495938843764,0.01111111111111111,1.0,0.8583333333333334,0.0025,1.0
